time,seconds_elapsed,z,y,x
1761140466353638400,0.101638427734375,0.04154547783136368,-0.020376323476620016,-0.0047678171900101
1761140466363697400,0.111697509765625,0.04902151280045509,-0.010733639392396434,-0.00042981538516469295
1761140466373756400,0.12175634765625,0.043778935971856114,-0.006483206273149698,-0.013300686001963912
1761140466383816400,0.13181640625,0.03539572302997112,0.0032397125735878943,-0.0076758318575099104
1761140466393875500,0.14187548828125,0.03838730606138706,0.0011208755224011839,0.0016925653299782425
1761140466403934500,0.1519345703125,0.042426352319121355,0.0037427027928177265,0.0013363266376778483
1761140466413994200,0.161994140625,0.048559155985713004,-0.0062271765523124484,-0.006640725789265707
1761140466424053500,0.172053466796875,0.04751286180317402,-0.005529138685017824,-0.0007572663743980228
1761140466434112300,0.1821123046875,0.03658697864115238,-0.017022665667161343,0.007804636735795066
1761140466444171500,0.192171630859375,0.0385293448805809,-0.0014885945899412035,0.004174509205669165
1761140466454231600,0.2022314453125,0.042864743736386296,-0.017077857319964095,-0.01614535310966894
1761140466464290300,0.212290283203125,0.040616088026762004,-0.020940706760575994,0.011613417901610955
1761140466474349600,0.222349609375,0.04060965828597545,-0.016652526313671843,-0.0006663001553155482
1761140466484409300,0.232409423828125,0.038653263521194456,-0.004881780692189932,-0.010937728863442317
1761140466494468400,0.24246826171875,0.03879822494983673,0.0041873321546241635,-0.0033267332699149846
1761140466504527400,0.25252734375,0.0476227519184351,-0.00436721876617521,-0.008383815730083734
1761140466514586400,0.26258642578125,0.03337444633543491,0.015125873868819325,-0.018403132840665058
1761140466524646400,0.272646484375,0.039347675526142115,0.01150722671393305,-0.005395328838052228
1761140466534705400,0.282705322265625,0.05315700516998768,0.006955481693707406,-0.000660317939100787
1761140466544764200,0.29276416015625,0.027189035698771475,0.012193893803842365,-0.014013181652873753
1761140466554824400,0.302824462890625,0.03660919047296047,0.004088621020503342,-0.009829639757378026
1761140466564883500,0.312883544921875,0.045187633726000785,0.005363079669419676,-0.01881296488372609
1761140466574942500,0.3229423828125,0.05121405440866947,0.014187076915055512,0.00240642182091251
1761140466585001500,0.33300146484375,0.039711248141527176,0.008323463844973594,0.003673071622708812
1761140466595061200,0.343061279296875,0.03510287756323814,0.030232202786952257,0.0063052376240491865
1761140466605120500,0.35312060546875,0.04379354901909828,0.009314173649065196,0.00019866437725722788
1761140466615179300,0.36317919921875,0.04320142834484577,-0.0060600854902528225,0.012565804989309981
1761140466625239300,0.3732392578125,0.044565117913484574,-0.011628862065915018,-0.003558514465484768
1761140466635298600,0.383298583984375,0.052045244535803795,0.010102967672888189,-0.007368556006625294
1761140466645357300,0.393357421875,0.055797290545701976,0.010810494887735694,-0.010603747668722643
1761140466655416600,0.40341650390625,0.03934358387291431,0.0057952788079157465,0.010190819486277177
1761140466665476400,0.413476318359375,0.03739887954592704,0.0037038777529262005,0.021218692584894595
1761140466675535400,0.423535400390625,0.043106151276826855,-0.008985179156716913,0.018500994591414927
1761140466685594400,0.433594482421875,0.0462543861746788,-0.006127670833747834,0.009731924137100577
1761140466695654400,0.443654296875,0.04219546617269516,0.004834635348524898,-0.006873977422714233
1761140466705713200,0.453713134765625,0.045028643772006036,0.012343275679275392,-0.0026426051969639956
1761140466715772400,0.4637724609375,0.04878068978190422,0.008643014655541629,0.011074032061593606
1761140466725831200,0.4738310546875,0.050884968584775925,0.0009838782045058906,-0.0005190737043507397
1761140466735891500,0.483891357421875,0.05207739323973656,0.00469632285637781,0.00952982569374144
1761140466745950500,0.493950439453125,0.04727729948163032,0.012849270706344396,0.003398620329191908
1761140466756009200,0.50400927734375,0.04711480239629745,0.004383274851832539,-0.02847396094277501
1761140466766069500,0.514069580078125,0.02675882758796215,0.0038814993421547113,-0.001130794128216803
1761140466776128300,0.524128173828125,0.041429742497205733,0.0015228621857240796,-0.002344288970669731
1761140466786187500,0.5341875,0.04442833979129791,0.00639370135879144,0.000950450858939439
1761140466796246300,0.544246337890625,0.03320376594364643,-0.0005375774754211307,0.007927148870611562
1761140466806306300,0.554306396484375,0.05115910935103893,0.014306739505659787,-0.008861370113957674
1761140466816365600,0.564365478515625,0.05399988573491573,0.008856712205149234,-0.001532324133813381
1761140466826424300,0.57442431640625,0.05654606308639049,0.0006710676619783043,-0.004242240679636597
1761140466836484400,0.584484375,0.04862520695924759,0.009407185694761573,-0.010484012012882158
1761140466846543400,0.59454345703125,0.03740180215537548,-0.0017084296193905174,-0.003862858573766425
1761140466856602400,0.604602294921875,0.03949614408612251,0.0037280806124210357,0.00122450942681171
1761140466866661400,0.614661376953125,0.04338613726198673,-0.014721713514719157,0.007266136811766773
1761140466876721400,0.624721435546875,0.044130233627557754,0.0013180968612432479,-0.0008172620664816349
1761140466886780400,0.634780517578125,0.032762451916933055,0.01624216454764828,-0.006510961929755285
1761140466896839400,0.64483935546875,0.03890110080242157,0.006736066789366305,-0.000716687768837437
1761140466906899500,0.6548994140625,0.04309153822958469,-0.006844422534666955,-0.003429024600610137
1761140466916958200,0.664958251953125,0.03860883985757828,-0.01730900832787156,-0.005759056717064231
1761140466927017500,0.675017578125,0.04055822035968303,0.01400512621058151,0.0038746129436418413
1761140466937076200,0.685076171875,0.04220423400104046,0.019352131528034805,0.01578429211177863
1761140466947136500,0.695136474609375,0.016152093377709387,0.007847553428914397,-0.009415779993170871
1761140466957195300,0.7051953125,0.05683364785611629,-0.004464614726044237,0.0009781791160814463
