time,seconds_elapsed,z,y,x
1761141538078406100,0.06840625,0.18120314180850983,0.12455316632986069,-0.004154353868216276
1761141538088465000,0.07846484375,0.15053267776966095,0.09074131399393082,-0.0658806711435318
1761141538098525000,0.08852490234375,0.11085876822471619,0.0619775764644146,-0.11062896251678467
1761141538108584000,0.098583984375,0.060625430196523666,0.026363909244537354,-0.14271754026412964
1761141538118644000,0.10864404296875,0.013363111764192581,-0.027056436985731125,-0.15632310509681702
1761141538128703200,0.118703125,-0.036134667694568634,-0.08381931483745575,-0.15707837045192719
1761141538138763000,0.128762939453125,-0.0753566324710846,-0.13795313239097595,-0.15756572782993317
1761141538148823000,0.138822998046875,-0.09350686520338058,-0.1457892209291458,-0.14445467293262482
1761141538158882000,0.148882080078125,-0.08221399784088135,-0.10843225568532944,-0.11930112540721893
1761141538168942000,0.158942138671875,-0.058153629302978516,-0.07745681703090668,-0.09691748023033142
1761141538179001000,0.1690009765625,-0.03580757603049278,-0.0626126229763031,-0.08378197252750397
1761141538189060900,0.179060791015625,-0.016407780349254608,-0.02215014584362507,-0.07707666605710983
1761141538199121000,0.189120849609375,0.0027683107182383537,0.01570003107190132,-0.07243957370519638
1761141538209180200,0.19918017578125,0.006781728006899357,0.019981032237410545,-0.06881321966648102
1761141538219240000,0.209239990234375,-0.01477229967713356,-0.006709967274218798,-0.076400026679039
1761141538229299000,0.219298828125,-0.0381736159324646,-0.021635279059410095,-0.07623273134231567
1761141538239359200,0.229359130859375,-0.062453124672174454,-0.04896437004208565,-0.08115877956151962
1761141538249419000,0.2394189453125,-0.10078460723161697,-0.10122989118099213,-0.0879158303141594
1761141538259478000,0.24947802734375,-0.13846780359745026,-0.13106341660022736,-0.09981882572174072
1761141538269538000,0.2595380859375,-0.15646159648895264,-0.10446576029062271,-0.10654474049806595
1761141538279597000,0.26959716796875,-0.16338607668876648,-0.06236358359456062,-0.09954142570495605
1761141538289657000,0.279656982421875,-0.14523808658123016,-0.014670759439468384,-0.07673081755638123
1761141538299716000,0.289716064453125,-0.10249648243188858,0.02783089503645897,-0.046101272106170654
1761141538309776100,0.299776123046875,-0.05028054490685463,0.04287121817469597,-0.003769849892705679
1761141538319836200,0.309836181640625,-0.0032025151886045933,0.028940223157405853,0.03513014316558838
1761141538329895000,0.31989501953125,0.01609879732131958,-0.008884438313543797,0.06070563197135925
1761141538339955200,0.329955078125,0.013061728328466415,-0.03601805493235588,0.054756660014390945
1761141538350015000,0.340014892578125,-0.002919811522588134,-0.050025574862957,0.03308850899338722
1761141538360074000,0.350073974609375,-0.024561723694205284,-0.04094899073243141,-0.0027965207118541002
1761141538370134000,0.360134033203125,-0.04563966765999794,-0.018953317776322365,-0.029054082930088043
1761141538380193000,0.370193115234375,-0.04834197834134102,-0.0009301085956394672,-0.03661772608757019
1761141538390253000,0.380253173828125,-0.03984377160668373,-0.007605652324855328,-0.028933512046933174
1761141538400312000,0.39031201171875,-0.02588668093085289,-0.025688515976071358,-0.01227144617587328
1761141538410372000,0.4003720703125,-0.0061843181028962135,-0.04607103392481804,0.014899276196956635
1761141538420432100,0.41043212890625,0.017300235107541084,-0.044240377843379974,0.046673186123371124
1761141538430491000,0.420490966796875,0.035500992089509964,-0.03379804641008377,0.0743548572063446
1761141538440551200,0.43055126953125,0.03818146139383316,-0.012398745864629745,0.08438751846551895
1761141538450610000,0.44060986328125,0.04297834634780884,0.018006032332777977,0.07794266939163208
1761141538460670000,0.450669921875,0.039109040051698685,0.041404031217098236,0.059517595916986465
1761141538470730000,0.46072998046875,0.037332016974687576,0.06180214881896973,0.03768490254878998
1761141538480789000,0.4707890625,0.036253705620765686,0.07652436941862106,0.026825863867998123
1761141538490849000,0.48084912109375,0.02243112400174141,0.07136445492506027,0.027777941897511482
1761141538500907500,0.490907470703125,0.012862651608884335,0.04043876752257347,0.03430561721324921
1761141538510967300,0.50096728515625,0.003259112359955907,0.00428068358451128,0.03924872353672981
1761141538521027300,0.51102734375,0.005302822217345238,-0.02421833574771881,0.047801729291677475
1761141538531086300,0.52108642578125,0.012172569520771503,-0.038075417280197144,0.05406687408685684
1761141538541146400,0.531146484375,0.015275152400135994,-0.022671161219477654,0.05782778933644295
1761141538551205400,0.541205322265625,0.032495204359292984,0.02950330823659897,0.05897383391857147
1761141538561265400,0.551265380859375,0.051207639276981354,0.07201268523931503,0.06216270104050636
1761141538571325200,0.5613251953125,0.05339469760656357,0.07499775290489197,0.05125516653060913
1761141538581384400,0.571384521484375,0.04018542170524597,0.07504915446043015,0.027337582781910896
1761141538591444200,0.5814443359375,0.023531213402748108,0.07784879952669144,0.0022536362521350384
1761141538601503500,0.59150341796875,0.011290526948869228,0.07370039075613022,-0.02612127922475338
1761141538611563500,0.6015634765625,-0.0057314191944897175,0.08084467053413391,-0.04872940480709076
1761141538621623300,0.611623291015625,-0.012162420898675919,0.0763910710811615,-0.06238289549946785
1761141538631682300,0.621682373046875,-0.012527929618954659,0.05365072190761566,-0.0796319842338562
1761141538641742600,0.63174267578125,-0.004623934626579285,0.02627475932240486,-0.08743717521429062
1761141538651801300,0.64180126953125,0.007173583842813969,0.014649549499154091,-0.0911945179104805
1761141538661861400,0.651861328125,0.016150834038853645,0.03449569270014763,-0.0826183408498764
1761141538671920400,0.66192041015625,0.02808128111064434,0.03972452133893967,-0.07917418330907822
1761141538681980400,0.67198046875,0.04338114336133003,0.03107564151287079,-0.08441049605607986
1761141538692040400,0.68204052734375,0.052523914724588394,0.01333058625459671,-0.09829734265804291
1761141538702099200,0.69209912109375,0.05022986978292465,0.0016664732247591019,-0.11854322254657745
1761141538712159500,0.702159423828125,0.03078637830913067,-0.009187484160065651,-0.13893599808216095
1761141538722218200,0.71221826171875,0.017401596531271935,0.004404757171869278,-0.16480913758277893
1761141538732278300,0.7222783203125,0.007747333962470293,0.067506805062294,-0.17349639534950256
1761141538742338300,0.73233837890625,-0.01208283007144928,0.1295832246541977,-0.17663253843784332
1761141538752397300,0.742397216796875,-0.03157549723982811,0.13221487402915955,-0.18815463781356812
1761141538762457300,0.752457275390625,-0.07013434171676636,0.07835004478693008,-0.19535742700099945
1761141538772516600,0.7625166015625,-0.12790097296237946,0.001909598708152771,-0.18024052679538727
1761141538782576400,0.772576416015625,-0.23097488284111023,-0.08669590204954147,-0.13659131526947021
1761141538792635400,0.782635498046875,-0.264251172542572,-0.14032119512557983,-0.09391412138938904
1761141538802695200,0.792695068359375,-0.350288063287735,-0.11652959138154984,-0.07825925946235657
1761141538812755500,0.80275537109375,-0.4170713424682617,-0.052793752402067184,-0.14646893739700317
1761141538822814500,0.812814453125,-0.36483821272850037,0.10084529221057892,-0.3478880524635315
1761141538832874200,0.822874267578125,-0.15167701244354248,0.4122416079044342,-0.4820217192173004
1761141538842933500,0.83293359375,0.0780981257557869,0.8242201209068298,-0.5502162575721741
1761141538852993500,0.84299365234375,0.1990208476781845,1.1797040700912476,-0.5948113799095154
1761141538863053300,0.85305322265625,0.25654834508895874,1.3305431604385376,-0.6238667368888855
1761141538873112300,0.8631123046875,0.3858130872249603,1.255629062652588,-0.6478240489959717
1761141538883172400,0.87317236328125,0.5732058882713318,1.1156866550445557,-0.6432857513427734
1761141538893231400,0.8832314453125,0.7504234313964844,1.0689934492111206,-0.6155712008476257
1761141538903291400,0.89329150390625,0.8578508496284485,1.0617544651031494,-0.5355027318000793
1761141538913351400,0.903351318359375,0.9133421182632446,1.1103919744491577,-0.41426602005958557
1761141538923410400,0.913410400390625,0.9767850041389465,1.200920581817627,-0.29448771476745605
1761141538933470500,0.923470458984375,1.0976842641830444,1.2990609407424927,-0.18712271749973297
1761141538943529500,0.933529541015625,1.263798713684082,1.4502536058425903,-0.0973997488617897
1761141538953589500,0.943589599609375,1.4551481008529663,1.6885660886764526,-0.01567072980105877
1761141538963649300,0.953649169921875,1.6424287557601929,1.9467660188674927,0.06451305001974106
1761141538973708300,0.963708251953125,1.7928943634033203,2.1426703929901123,0.13316267728805542
1761141538983768600,0.9737685546875,1.8840351104736328,2.272671937942505,0.17813706398010254
1761141538993827300,0.983827392578125,1.9051843881607056,2.356382131576538,0.2060149759054184
1761141539003887400,0.993887451171875,1.8561049699783325,2.394009828567505,0.2098959982395172
1761141539013946400,1.0039462890625,1.7168877124786377,2.3349294662475586,0.15479302406311035
1761141539024006400,1.01400634765625,1.5067152976989746,2.2743067741394043,0.04001797363162041
1761141539034066400,1.02406640625,1.2516628503799438,2.2253527641296387,-0.10993804037570953
1761141539044125400,1.03412548828125,0.9880554676055908,2.1733038425445557,-0.2907855808734894
1761141539054185500,1.044185546875,0.7784056067466736,2.1384944915771484,-0.4426921606063843
1761141539064244200,1.054244140625,0.6230117678642273,2.0758743286132812,-0.5564128756523132
1761141539074304300,1.06430419921875,0.5107705593109131,2.080965518951416,-0.6384837031364441
1761141539084364300,1.0743642578125,0.4255795180797577,2.1954567432403564,-0.7503311634063721
1761141539094423300,1.08442333984375,0.30080899596214294,2.3187508583068848,-0.9546467065811157
1761141539104483300,1.0944833984375,0.13441604375839233,2.3323042392730713,-1.228691816329956
1761141539114542600,1.10454248046875,0.09359120577573776,2.042630672454834,-1.4444762468338013
1761141539124602400,1.114602294921875,0.19157955050468445,1.5295581817626953,-1.4900431632995605
1761141539134662400,1.124662353515625,0.29309946298599243,0.9247604608535767,-1.3636776208877563
1761141539144721200,1.13472119140625,0.34800851345062256,0.403690904378891,-1.1427357196807861
1761141539154781400,1.144781494140625,0.38815852999687195,0.13777728378772736,-0.8987280130386353
1761141539164840400,1.15484033203125,0.4767768085002899,0.5413633584976196,-0.8418708443641663
1761141539174900200,1.164900146484375,0.6770661473274231,0.6042042970657349,-0.7735133171081543
1761141539184959500,1.17495947265625,0.947706401348114,0.7804064750671387,-0.7759338617324829
1761141539195019500,1.18501953125,1.1833876371383667,0.8014181852340698,-0.721585214138031
1761141539205079300,1.195079345703125,1.3129693269729614,0.9303074479103088,-0.7210770845413208
1761141539215138600,1.205138671875,1.3498197793960571,0.996034562587738,-0.7066001296043396
1761141539225198300,1.2151982421875,1.3312617540359497,1.0423426628112793,-0.6756949424743652
1761141539235257300,1.22525732421875,1.2139348983764648,1.007761836051941,-0.6079835295677185
1761141539245317400,1.2353173828125,1.0455740690231323,0.8563648462295532,-0.42614874243736267
1761141539255376400,1.24537646484375,0.8343706130981445,0.6263020038604736,-0.08885686099529266
1761141539265436400,1.2554365234375,0.5855938196182251,0.3621278405189514,0.4089808762073517
1761141539275496400,1.265496337890625,0.24983634054660797,0.049637045711278915,1.0605354309082031
1761141539285555500,1.275555419921875,-0.14670540392398834,-0.23041804134845734,1.796590805053711
1761141539295615500,1.285615478515625,-0.4432348310947418,-0.635405957698822,2.523847818374634
1761141539305674200,1.29567431640625,-0.6755275130271912,-0.9565152525901794,3.154991388320923
1761141539315734300,1.305734375,-0.836912214756012,-1.1909058094024658,3.451270818710327
1761141539325794600,1.315794677734375,-0.778181791305542,-1.5595815181732178,3.1856720447540283
1761141539335853300,1.325853271484375,-0.4343673884868622,-1.6839570999145508,2.4819252490997314
1761141539345913300,1.335913330078125,0.1492885947227478,-1.5838779211044312,1.6341142654418945
1761141539355972400,1.345972412109375,0.6661791801452637,-1.7466254234313965,0.8148743510246277
1761141539366032400,1.356032470703125,0.8206947445869446,-2.252309799194336,0.24577385187149048
1761141539376092400,1.366092529296875,0.7999916672706604,-3.387312889099121,0.05070409178733826
1761141539386151400,1.3761513671875,0.7369195222854614,-4.184333801269531,0.35799264907836914
1761141539396211500,1.38621142578125,0.4465728998184204,-4.736721038818359,0.7129450440406799
1761141539406270200,1.396270263671875,0.17865143716335297,-5.3038740158081055,1.1176365613937378
1761141539416330200,1.406330322265625,0.060347624123096466,-5.720845699310303,1.2833094596862793
1761141539426389500,1.416389404296875,0.06946069747209549,-5.816657543182373,1.1158829927444458
1761141539436449300,1.42644921875,0.1732116937637329,-5.907711505889893,0.6255080103874207
1761141539446509300,1.43650927734375,0.3366813063621521,-5.7990875244140625,-0.0419674813747406
1761141539456568600,1.446568603515625,0.6351820230484009,-5.492275238037109,-0.7785635590553284
1761141539466628400,1.45662841796875,0.7228248119354248,-5.3113532066345215,-1.6022634506225586
1761141539476687400,1.466687255859375,0.5435435771942139,-4.972034931182861,-2.338411569595337
1761141539486747400,1.476747314453125,0.17572055757045746,-4.340036869049072,-2.929500102996826
1761141539496807400,1.486807373046875,-0.14120788872241974,-3.6103458404541016,-3.5307936668395996
1761141539506866200,1.4968662109375,-0.34410879015922546,-2.760302782058716,-4.126339435577393
1761141539516926200,1.50692626953125,-0.4896940290927887,-1.7856882810592651,-4.654056549072266
1761141539526985200,1.516985107421875,-0.5920270681381226,-0.8129671216011047,-5.094067096710205
1761141539537045200,1.527045166015625,-0.686887264251709,-0.3150063157081604,-5.371607780456543
1761141539547104300,1.537104248046875,-0.7004555463790894,-0.18003864586353302,-5.495858192443848
1761141539557164300,1.547164306640625,-0.565960705280304,-0.3270871043205261,-5.480062484741211
1761141539567224300,1.557224365234375,-0.2621789276599884,-0.7460007667541504,-5.14238166809082
1761141539577283000,1.567282958984375,0.08500666916370392,-1.0970631837844849,-4.449172496795654
1761141539587343000,1.577343017578125,0.3525627553462982,-1.4134525060653687,-3.5407931804656982
1761141539597402400,1.58740234375,0.5179166793823242,-1.5351910591125488,-2.5551717281341553
